<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2007.01.29	1.96100	1.96130	1.95470	1.96080	5424	0	20
2007.01.30	1.96070	1.96950	1.95960	1.96260	7001	0	20
2007.01.31	1.96270	1.96680	1.94800	1.96530	8775	0	20
2007.02.01	1.96510	1.97370	1.96200	1.96670	7408	0	20
2007.02.02	1.96650	1.97460	1.96350	1.96600	6858	0	20
2007.02.05	1.96530	1.96670	1.95350	1.96010	6414	0	20
2007.02.06	1.96020	1.97200	1.95880	1.97100	5960	0	20
2007.02.07	1.97080	1.97320	1.96720	1.97060	5535	0	20
2007.02.08	1.97040	1.97270	1.95410	1.95870	7888	0	20
2007.02.09	1.95910	1.96000	1.94570	1.94900	7202	0	20
2007.02.12	1.95180	1.95660	1.94370	1.94690	6014	0	20
2007.02.13	1.94680	1.95220	1.94000	1.94680	6847	0	20
2007.02.14	1.94660	1.96390	1.94530	1.96270	7779	0	20
2007.02.15	1.96250	1.96780	1.95080	1.95100	8794	0	20
2007.02.16	1.95090	1.95400	1.94610	1.94960	7053	0	20
2007.02.19	1.95430	1.95600	1.94290	1.95150	4495	0	20
2007.02.20	1.95130	1.95750	1.94770	1.95510	6214	0	20
2007.02.21	1.95490	1.95900	1.94860	1.95400	8163	0	20
2007.02.22	1.95390	1.96000	1.94600	1.95610	6559	0	20
2007.02.23	1.95620	1.96540	1.95350	1.96350	4960	0	20
2007.02.26	1.96320	1.96590	1.96060	1.96340	4882	0	20
2007.02.27	1.96350	1.96720	1.95910	1.96190	9831	0	20
2007.02.28	1.96200	1.96440	1.95160	1.96380	12178	0	20
2007.03.01	1.96370	1.96510	1.95530	1.95830	9033	0	20
2007.03.02	1.95870	1.95870	1.94110	1.94330	9064	0	20
2007.03.05	1.94440	1.94470	1.91840	1.92030	9615	0	20
2007.03.06	1.92060	1.93210	1.91850	1.93150	7872	0	20
2007.03.07	1.93140	1.93600	1.92600	1.93280	6988	0	20
2007.03.08	1.93270	1.93520	1.92710	1.92820	6652	0	20
2007.03.09	1.92840	1.93400	1.92660	1.93200	5787	0	20
2007.03.12	1.93460	1.94330	1.92500	1.93280	6243	0	20
2007.03.13	1.93270	1.93530	1.92700	1.92810	6461	0	20
2007.03.14	1.92820	1.93720	1.92120	1.93420	7610	0	20
2007.03.15	1.93400	1.93920	1.93060	1.93630	6671	0	20
2007.03.16	1.93640	1.95040	1.93570	1.94210	6799	0	20
2007.03.19	1.94030	1.94720	1.93940	1.94500	4886	0	20
2007.03.20	1.94510	1.96220	1.94290	1.96160	6516	0	20
2007.03.21	1.96180	1.96910	1.95540	1.96860	6213	0	20
2007.03.22	1.96870	1.97240	1.96110	1.96440	6705	0	20
2007.03.23	1.96410	1.96900	1.95860	1.96150	6558	0	20
2007.03.26	1.96010	1.97200	1.95700	1.96910	5656	0	20
2007.03.27	1.96920	1.97010	1.96190	1.96550	5591	0	20
2007.03.28	1.96560	1.96810	1.95970	1.96150	8551	0	20
2007.03.29	1.96130	1.96580	1.96120	1.96190	5039	0	20
2007.03.30	1.96180	1.97160	1.95440	1.96790	6990	0	20
2007.04.02	1.96910	1.98010	1.96620	1.97780	5215	0	20
2007.04.03	1.97770	1.98230	1.97280	1.97410	4948	0	20
2007.04.04	1.97400	1.97730	1.97160	1.97620	5139	0	20
2007.04.05	1.97630	1.97690	1.96670	1.97080	5432	0	20
2007.04.06	1.97060	1.97220	1.96360	1.96520	2826	0	20
2007.04.09	1.96510	1.96550	1.95910	1.96260	2652	0	20
2007.04.10	1.96250	1.97510	1.96120	1.97270	5069	0	20
2007.04.11	1.97280	1.98170	1.97090	1.97480	6152	0	20
2007.04.12	1.97440	1.98130	1.97240	1.97910	6070	0	20
2007.04.13	1.97920	1.98860	1.97800	1.98620	7031	0	20
2007.04.16	1.98680	1.99390	1.98610	1.98950	5427	0	20
