<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.21	109.798	110.388	109.774	110.291	44369	0	0
2021.07.22	110.275	110.359	110.014	110.159	39614	0	0
2021.07.23	110.159	110.593	110.030	110.547	40869	0	0
2021.07.26	110.451	110.583	110.117	110.381	45624	0	0
2021.07.27	110.366	110.390	109.584	109.792	42132	0	0
2021.07.28	109.732	110.288	109.724	109.919	49687	0	0
2021.07.29	109.908	109.948	109.421	109.480	46173	0	0
2021.07.30	109.453	109.827	109.361	109.660	48642	0	0
2021.08.02	109.681	109.771	109.188	109.315	36165	0	0
2021.08.03	109.293	109.340	108.877	109.025	40555	0	0
2021.08.04	109.003	109.674	108.723	109.480	41230	0	0
2021.08.05	109.470	109.788	109.403	109.781	39500	0	0
2021.08.06	109.753	110.356	109.699	110.219	38336	0	0
2021.08.09	110.195	110.353	110.027	110.334	33319	0	0
2021.08.10	110.238	110.599	110.238	110.582	33165	0	0
2021.08.11	110.545	110.801	110.309	110.438	39727	0	0
2021.08.12	110.401	110.546	110.317	110.438	30394	0	0
2021.08.13	110.350	110.456	109.546	109.597	32564	0	0
2021.08.16	109.597	109.752	109.114	109.266	33636	0	0
2021.08.17	109.261	109.655	109.118	109.586	35964	0	0
2021.08.18	109.545	110.066	109.478	109.766	36643	0	0
2021.08.19	109.756	110.229	109.485	109.756	43946	0	0
2021.08.20	109.665	109.886	109.570	109.798	35470	0	0
2021.08.23	109.742	110.146	109.621	109.689	43581	0	0
2021.08.24	109.656	109.882	109.413	109.682	35118	0	0
2021.08.25	109.524	110.124	109.521	109.983	39413	0	0
2021.08.26	109.949	110.230	109.927	110.081	42268	0	0
2021.08.27	109.967	110.267	109.780	109.852	43407	0	0
2021.08.30	109.833	109.963	109.702	109.918	23772	0	0
2021.08.31	109.912	110.080	109.587	109.995	42473	0	0
2021.09.01	109.998	110.420	109.881	110.020	45141	0	0
2021.09.02	109.944	110.121	109.917	109.931	38934	0	0
2021.09.03	109.936	110.072	109.592	109.713	48914	0	0
2021.09.06	109.687	109.947	109.622	109.815	31643	0	0
2021.09.07	109.820	110.318	109.685	110.286	45871	0	0
2021.09.08	110.258	110.446	110.142	110.265	42072	0	0
2021.09.09	110.231	110.276	109.621	109.738	33171	0	0
2021.09.10	109.705	109.990	109.694	109.903	36586	0	0
2021.09.13	109.856	110.160	109.788	110.003	40725	0	0
2021.09.14	109.968	110.162	109.527	109.692	47906	0	0
2021.09.15	109.683	109.743	109.113	109.371	40446	0	0
2021.09.16	109.337	109.828	109.214	109.743	43242	0	0
2021.09.17	109.709	110.080	109.667	109.970	41975	0	0
2021.09.20	109.902	110.037	109.324	109.387	25789	0	0
2021.09.21	109.367	109.706	109.184	109.216	52524	0	0
2021.09.22	109.202	109.901	109.121	109.802	69322	0	0
2021.09.23	109.771	110.348	109.726	110.327	46959	0	0
2021.09.24	110.290	110.794	110.254	110.736	42000	0	0
2021.09.27	110.680	111.065	110.536	111.013	41732	0	0
2021.09.28	110.980	111.638	110.935	111.507	50218	0	0
2021.09.29	111.473	112.049	111.207	111.978	59855	0	0
2021.09.30	111.946	112.079	111.239	111.278	67951	0	0
